filename	onset	offset	event_label
1343.wav	1.122	2.657	BTNW
1343.wav	1.016	5.083	TUTI
1343.wav	3.806	5.263	BCCH
1344.wav	7.363	7.952	BTNW
1344.wav	2.011	3.330	BTNW
1344.wav	2.835	3.618	RBWO
1344.wav	2.395	4.793	EATO
1345.wav	1.982	2.923	EATO
1345.wav	2.439	3.002	BHVI
1345.wav	4.808	6.082	EATO
1345.wav	5.598	6.056	BTNW
1345.wav	1.641	1.987	WOTH
1346.wav	0.325	0.790	BHCO
1346.wav	6.806	8.024	EATO
1346.wav	8.266	9.801	BTNW
1346.wav	4.854	5.396	EATO
1347.wav	8.366	9.015	BTNW
1347.wav	6.655	7.929	EATO
1347.wav	2.285	2.934	BTNW
1347.wav	1.327	6.380	AMCR
1348.wav	7.531	10.000	TUTI
1348.wav	4.497	5.146	BTNW
1349.wav	0.943	1.382	WOTH
1349.wav	0.950	5.981	TUTI
1349.wav	2.009	3.339	EATO
1349.wav	1.693	3.786	BAWW
1349.wav	5.350	6.548	HETH
1349.wav	8.810	9.752	EATO
1349.wav	0.972	1.444	BLJA
1349.wav	1.548	2.137	BTNW
1349.wav	9.216	9.908	BTNW
135.wav	7.346	7.880	REVI
135.wav	6.697	7.306	WOTH
135.wav	6.430	7.561	EATO
135.wav	5.326	5.953	BTNW
135.wav	5.063	6.685	AMCR
135.wav	8.949	10.000	AMCR
1350.wav	9.672	10.000	NOCA
1350.wav	0.826	2.351	AMCR
1350.wav	5.451	6.339	BCCH
1350.wav	5.771	7.051	COYE
1350.wav	8.287	8.944	BCCH
1350.wav	9.034	9.984	COYE
1351.wav	8.786	10.000	COYE
1352.wav	2.951	3.538	COYE
1353.wav	9.216	10.000	EATO
1353.wav	7.585	7.856	EATO
1353.wav	6.339	7.847	BCCH
1353.wav	5.923	6.568	COYE
1353.wav	4.361	5.130	EATO
1353.wav	2.498	3.439	EATO
1354.wav	2.191	3.020	COYE
1354.wav	1.652	2.539	BCCH
1354.wav	3.500	5.427	COYE
1354.wav	7.566	10.000	NOCA
1354.wav	8.000	9.628	EATO
1354.wav	0.381	5.041	EATO
1355.wav	4.935	5.478	EATO
1355.wav	6.929	7.824	BGGN
1355.wav	2.980	3.892	COYE
1356.wav	1.143	1.744	COYE
1357.wav	8.131	8.718	COYE
1358.wav	5.211	5.968	COYE
1358.wav	5.030	5.799	EATO
1358.wav	3.886	4.619	BCCH
1358.wav	2.549	3.437	BCCH
1358.wav	0.316	1.700	EATO
1358.wav	7.748	9.022	EATO
1359.wav	9.411	10.000	COYE
1359.wav	1.485	1.883	BLJA
136.wav	6.038	7.078	EATO
136.wav	0.135	0.603	TUTI
136.wav	7.230	7.998	EATO
136.wav	0.196	0.765	REVI
136.wav	0.480	9.666	AMCR
136.wav	0.701	1.651	COYE
1360.wav	3.900	4.442	EATO
1360.wav	7.731	9.857	EATO
1360.wav	1.099	2.041	EATO
1360.wav	5.489	7.684	COYE
1361.wav	5.782	6.867	EATO
1361.wav	2.003	5.414	EATO
1361.wav	0.887	1.991	COYE
1361.wav	0.554	4.097	AMCR
1361.wav	6.046	6.609	BGGN
1361.wav	6.261	6.560	BLJA
1361.wav	0.024	4.509	NOCA
1362.wav	2.982	5.240	COYE
1363.wav	0.746	2.970	COYE
1363.wav	3.453	4.782	EATO
1364.wav	7.497	8.802	COYE
1365.wav	7.115	9.643	NOCA
1365.wav	9.468	9.739	EATO
1365.wav	6.156	7.105	COYE
1366.wav	0.593	1.590	EATO
1366.wav	5.375	6.648	EATO
1366.wav	8.938	10.000	COYE
1366.wav	9.284	10.000	BCCH
1366.wav	9.499	10.000	EATO
1367.wav	3.754	4.642	BCCH
1367.wav	6.031	7.249	EATO
1367.wav	8.279	9.410	EATO
1367.wav	0.517	1.761	COYE
1367.wav	0.008	0.455	BGGN
1368.wav	2.029	2.970	EATO
1368.wav	2.687	4.110	COYE
1368.wav	3.262	3.594	EATO
1368.wav	4.379	5.772	BGGN
1368.wav	4.192	9.857	AMCR
1369.wav	9.452	10.000	EATO
1369.wav	2.232	2.700	NOCA
1369.wav	2.627	4.051	COYE
1369.wav	4.839	6.871	EATO
1369.wav	7.143	7.546	BLJA
1369.wav	6.901	9.159	COYE
1369.wav	6.747	7.403	BCCH
1369.wav	5.710	6.466	COYE
1369.wav	1.141	1.875	BCCH
137.wav	6.285	9.828	AMCR
1370.wav	2.023	3.416	BGGN
1370.wav	6.622	7.176	NOCA
1370.wav	6.450	6.881	BGGN
1370.wav	0.032	1.305	EATO
1370.wav	4.208	4.979	COYE
1370.wav	9.238	10.000	EATO
1370.wav	4.673	6.758	SCTA
1370.wav	1.548	2.972	COYE
1370.wav	5.680	6.529	BCCH
1371.wav	6.641	10.000	AMCR
1371.wav	4.222	4.844	COYE
1371.wav	4.940	7.185	NOCA
1372.wav	6.124	7.023	NOCA
1372.wav	5.613	6.716	COYE
1372.wav	6.356	7.298	EATO
1372.wav	9.510	10.000	EATO
1373.wav	3.842	4.443	COYE
1374.wav	7.785	9.413	EATO
1374.wav	6.935	8.003	COYE
1374.wav	4.453	10.000	NOCA
1374.wav	3.594	6.510	EATO
1374.wav	2.560	3.216	BCCH
1374.wav	0.286	1.615	EATO
1374.wav	0.232	1.273	BCCH
1375.wav	7.471	9.541	EATO
1375.wav	6.503	7.112	EATO
1375.wav	9.074	9.696	COYE
1376.wav	0.698	1.941	COYE
1376.wav	0.590	1.531	EATO
1377.wav	9.258	9.689	BGGN
1377.wav	0.997	1.959	BLJA
1377.wav	2.624	4.078	COYE
1377.wav	4.581	4.979	BLJA
1377.wav	6.970	7.595	BCCH
1377.wav	7.243	8.517	EATO
1377.wav	0.652	4.578	EATO
1378.wav	5.419	6.361	EATO
1378.wav	0.216	1.216	BCCH
1378.wav	1.711	3.003	EATO
1378.wav	6.788	9.000	SCTA
1378.wav	2.366	2.764	BLJA
1378.wav	7.418	8.458	EATO
1378.wav	7.092	7.737	COYE
1378.wav	0.294	1.294	NOCA
1378.wav	2.390	3.728	COYE
1379.wav	6.929	8.033	COYE
138.wav	6.660	7.202	EATO
138.wav	8.122	9.347	SCTA
138.wav	8.911	10.000	COYE
138.wav	4.176	5.450	EATO
138.wav	0.797	1.068	EATO
138.wav	0.885	3.120	AMCR
138.wav	1.076	2.788	TUTI
138.wav	1.286	3.308	BAWW
138.wav	5.304	5.563	BTNW
138.wav	5.105	8.648	AMCR
1380.wav	4.159	5.265	COYE
1381.wav	1.422	2.075	COYE
1381.wav	8.635	10.000	EATO
1381.wav	0.501	3.632	EATO
1382.wav	7.906	8.551	COYE
1383.wav	4.855	7.069	EATO
1383.wav	1.893	3.718	COYE
1383.wav	2.549	5.899	NOCA
1383.wav	3.501	4.055	TUTI
1383.wav	4.555	6.147	BGGN
1383.wav	0.568	1.490	BHVI
1383.wav	7.963	9.048	EATO
1384.wav	8.465	9.920	COYE
1385.wav	6.259	6.881	COYE
1385.wav	6.917	7.385	NOCA
1385.wav	4.172	6.588	EATO
1385.wav	2.698	3.828	EATO
1385.wav	8.603	9.452	BCCH
1385.wav	1.787	2.172	BLJA
1386.wav	6.288	7.067	COYE
1387.wav	8.959	10.000	COYE
1387.wav	2.492	3.433	EATO
1387.wav	7.245	8.519	EATO
1387.wav	9.485	10.000	BGGN
1387.wav	9.714	10.000	BAWW
1388.wav	4.723	5.502	COYE
1389.wav	2.020	3.318	NOCA
1389.wav	0.317	1.314	EATO
1389.wav	0.151	1.692	COYE
1389.wav	3.327	4.545	EATO
1389.wav	8.949	10.000	EATO
1389.wav	3.100	5.335	AMCR
139.wav	7.990	9.972	AMCR
1390.wav	0.957	2.644	COYE
1390.wav	1.708	2.982	EATO
1390.wav	4.709	6.001	EATO
1390.wav	7.221	8.495	EATO
1391.wav	0.220	1.668	EATO
1391.wav	3.464	4.085	COYE
1392.wav	5.077	5.730	COYE
1392.wav	5.427	6.701	EATO
1393.wav	2.683	4.942	COYE
1394.wav	5.455	6.962	COYE
1394.wav	9.722	10.000	COYE
1394.wav	8.212	8.483	EATO
1394.wav	3.506	6.715	EATO
1394.wav	2.092	2.363	EATO
1394.wav	9.740	10.000	EATO
1395.wav	6.336	7.958	AMCR
1395.wav	7.980	9.373	BGGN
1395.wav	9.600	10.000	AMCR
1395.wav	5.396	6.701	COYE
1396.wav	4.308	6.346	EATO
1396.wav	1.150	2.778	EATO
1396.wav	3.284	4.352	COYE
1396.wav	4.485	7.165	NOCA
1396.wav	7.499	9.127	EATO
1396.wav	9.527	10.000	COYE
1397.wav	9.054	10.000	BCCH
1397.wav	0.142	2.382	EATO
1397.wav	9.207	10.000	EATO
1397.wav	6.438	7.712	EATO
1397.wav	7.899	9.002	COYE
1397.wav	6.653	6.999	WOTH
1397.wav	6.600	7.604	BCCH
1398.wav	0.637	1.677	EATO
1398.wav	4.126	5.229	COYE
1398.wav	7.370	7.979	EATO
1399.wav	0.477	1.931	COYE
14.wav	6.490	9.756	AMCR
140.wav	3.054	3.622	REVI
140.wav	1.068	3.154	SCTA
140.wav	0.708	2.122	AMCR
140.wav	3.399	3.731	EATO
140.wav	7.710	7.962	REVI
140.wav	7.926	9.611	WOTH
140.wav	9.468	9.905	REVI
1400.wav	3.219	3.761	EATO
1400.wav	7.837	9.860	EATO
1400.wav	5.838	6.968	EATO
1400.wav	5.922	6.567	COYE
1400.wav	3.086	4.373	SCTA
1400.wav	0.467	1.076	EATO
1401.wav	5.786	7.511	EATO
1401.wav	5.353	10.000	NOCA
1401.wav	4.756	5.527	COYE
1401.wav	0.899	1.441	EATO
1402.wav	7.108	8.700	BGGN
1402.wav	9.639	10.000	EATO
1402.wav	8.789	10.000	AMCR
1402.wav	6.754	7.802	COYE
1402.wav	5.058	5.596	TUTI
1402.wav	3.731	4.643	COYE
1403.wav	6.085	7.328	COYE
1404.wav	4.842	6.147	COYE
1404.wav	0.230	1.059	COYE
1404.wav	0.884	2.332	EATO
1404.wav	1.923	2.325	BLJA
1404.wav	4.147	7.559	EATO
1405.wav	2.680	3.302	COYE
1406.wav	0.982	2.486	COYE
1406.wav	2.004	3.004	BCCH
1406.wav	5.562	6.946	EATO
1406.wav	6.551	7.550	BCCH
1406.wav	8.434	8.882	BGGN
1406.wav	8.631	9.713	BCCH
1406.wav	9.686	9.957	EATO
1406.wav	9.729	10.000	TUTI
1406.wav	0.430	1.163	BCCH
1407.wav	4.329	5.621	EATO
1407.wav	6.492	8.120	EATO
1407.wav	6.038	6.624	COYE
1407.wav	0.434	1.021	RBWO
1407.wav	0.846	1.741	BGGN
1407.wav	2.909	3.950	BCCH
1407.wav	4.185	5.377	NOCA
1407.wav	7.891	8.879	COYE
1408.wav	3.399	4.889	NOCA
1408.wav	0.636	1.741	COYE
1408.wav	7.809	10.000	AMCR
1409.wav	4.403	5.850	EATO
1409.wav	2.393	3.667	EATO
1409.wav	1.011	2.322	COYE
141.wav	4.899	6.737	OVEN
141.wav	0.739	1.388	BTNW
141.wav	9.006	10.000	AMCR
141.wav	5.054	6.184	EATO
141.wav	8.745	9.124	REVI
141.wav	8.255	8.505	AMRE
141.wav	9.495	10.000	BCCH
141.wav	9.625	9.957	BLJA
1410.wav	0.064	1.168	COYE
1412.wav	0.143	1.417	EATO
1412.wav	1.846	2.626	COYE
1412.wav	3.929	5.258	EATO
1412.wav	4.071	4.693	COYE
1412.wav	5.673	7.301	EATO
1412.wav	7.685	8.789	COYE
1412.wav	3.587	6.065	NOCA
1413.wav	3.271	3.814	EATO
1413.wav	1.570	3.247	AMCR
1413.wav	8.241	9.869	EATO
1413.wav	0.588	1.656	COYE
1413.wav	9.671	10.000	BCCH
1413.wav	1.408	2.682	EATO
1414.wav	6.752	7.797	BGGN
1414.wav	8.243	9.517	EATO
1414.wav	4.007	5.431	COYE
1414.wav	3.531	4.749	EATO
1414.wav	1.535	2.531	EATO
1415.wav	2.606	3.710	COYE
1415.wav	9.617	10.000	TUTI
1415.wav	7.714	9.219	COYE
1415.wav	3.299	3.908	EATO
1415.wav	9.021	10.000	NOCA
1416.wav	5.056	6.330	EATO
1416.wav	7.170	7.939	EATO
1416.wav	2.451	3.789	COYE
1416.wav	0.445	1.576	EATO
1417.wav	0.382	1.836	COYE
1417.wav	1.965	2.507	EATO
1417.wav	3.120	4.205	EATO
1417.wav	8.133	9.028	BGGN
1417.wav	4.299	5.382	BCCH
1417.wav	5.831	7.160	EATO
1417.wav	5.916	8.444	NOCA
1417.wav	8.341	8.951	EATO
1417.wav	9.300	10.000	NOCA
1417.wav	8.572	10.000	COYE
1418.wav	7.474	8.514	EATO
1418.wav	0.992	2.918	COYE
1418.wav	1.565	2.959	BGGN
1418.wav	1.625	3.173	EATO
1419.wav	5.941	6.594	COYE
142.wav	1.810	4.068	COYE
142.wav	2.937	3.564	BTNW
142.wav	8.538	9.464	BCCH
142.wav	2.480	3.048	REVI
142.wav	9.726	10.000	EATO
142.wav	4.609	6.546	KEWA
142.wav	4.327	10.000	AMCR
1420.wav	1.854	2.454	COYE
1420.wav	4.612	5.155	EATO
1421.wav	4.596	6.051	COYE
1421.wav	9.393	10.000	AMCR
1421.wav	3.031	3.918	BCCH
1421.wav	4.066	4.835	EATO
1421.wav	8.628	10.000	EATO
1422.wav	7.364	10.000	EATO
1422.wav	1.973	3.357	EATO
1422.wav	1.295	3.490	COYE
1422.wav	1.039	1.888	BCCH
1422.wav	9.032	10.000	NOCA
1423.wav	4.626	6.010	EATO
1423.wav	2.369	2.816	BGGN
1423.wav	5.606	7.293	COYE
1423.wav	2.851	4.184	BCCH
1423.wav	9.731	10.000	EATO
1423.wav	9.722	10.000	OVEN
1423.wav	6.291	6.562	EATO
1424.wav	8.463	9.706	COYE
1424.wav	7.313	9.443	SCTA
1424.wav	1.578	2.796	EATO
1424.wav	3.575	5.557	AMCR
1424.wav	3.899	4.690	BCCH
1424.wav	4.578	4.910	EATO
1424.wav	6.188	6.834	TUTI
1424.wav	1.520	3.778	COYE
1424.wav	9.562	10.000	EATO
1424.wav	7.060	8.352	TUTI
1425.wav	2.816	5.146	NOCA
1425.wav	8.600	9.369	EATO
1425.wav	7.937	10.000	COYE
1425.wav	0.492	2.205	TUTI
1425.wav	6.777	7.862	EATO
1426.wav	2.545	3.590	BGGN
1426.wav	1.616	2.617	NOCA
1426.wav	6.192	7.181	COYE
1426.wav	2.170	3.628	BCCH
1426.wav	8.829	9.899	TUTI
1426.wav	0.037	1.077	EATO
1426.wav	0.064	0.495	BGGN
1426.wav	3.128	3.399	EATO
1426.wav	9.732	10.000	COYE
1427.wav	7.542	8.646	COYE
1428.wav	0.799	1.591	BCCH
1428.wav	7.444	8.223	COYE
1429.wav	0.992	2.029	BHVI
1429.wav	1.172	1.714	EATO
1429.wav	1.436	2.436	BCCH
1429.wav	3.385	4.839	COYE
1429.wav	4.341	5.340	WOTH
1429.wav	6.989	8.446	BCCH
1429.wav	5.617	7.065	EATO
1429.wav	4.313	5.444	EATO
1429.wav	7.731	9.359	EATO
143.wav	5.338	5.872	REVI
143.wav	8.784	9.518	BCCH
143.wav	9.602	10.000	AMCR
143.wav	3.988	4.320	EATO
1430.wav	8.960	10.000	NOCA
1430.wav	1.426	2.556	EATO
1430.wav	4.732	6.972	COYE
1430.wav	4.948	6.028	EATO
1431.wav	2.439	3.210	COYE
1432.wav	6.302	6.958	BCCH
1432.wav	8.486	9.398	COYE
1432.wav	9.596	10.000	BLJA
1432.wav	0.152	2.253	EATO
1432.wav	5.448	7.976	NOCA
1432.wav	4.590	5.685	BGGN
1432.wav	2.428	3.073	COYE
1433.wav	2.509	3.999	NOCA
1433.wav	0.355	1.296	EATO
1433.wav	4.763	5.542	COYE
1433.wav	4.780	6.215	EATO
1433.wav	9.416	10.000	COYE
1433.wav	2.916	4.421	COYE
1434.wav	3.228	3.850	COYE
1434.wav	6.694	7.281	COYE
1434.wav	8.976	9.745	EATO
1435.wav	3.604	4.360	COYE
1435.wav	7.363	8.134	COYE
1436.wav	6.703	7.172	NOCA
1436.wav	6.481	10.000	AMCR
1436.wav	0.646	1.729	BCCH
1436.wav	4.610	5.948	COYE
1436.wav	9.651	10.000	EATO
1436.wav	0.386	1.594	EATO
1436.wav	6.333	6.957	BCCH
1436.wav	6.995	10.000	TUTI
1437.wav	5.258	6.550	EATO
1437.wav	6.639	7.983	COYE
1437.wav	0.730	3.638	EATO
1437.wav	7.680	9.517	NOCA
1438.wav	0.486	1.428	EATO
1438.wav	4.258	5.298	EATO
1438.wav	5.034	8.261	NOCA
1438.wav	6.293	7.436	EATO
1438.wav	8.184	9.464	COYE
1438.wav	9.509	10.000	BGGN
1438.wav	8.061	9.774	EATO
1439.wav	9.474	10.000	BGGN
1439.wav	8.153	9.141	COYE
1439.wav	1.749	4.177	NOCA
144.wav	3.899	5.209	BHVI
144.wav	2.127	6.956	AMCR
144.wav	0.526	1.526	NOCA
144.wav	5.949	6.202	REVI
1440.wav	9.135	9.787	COYE
1441.wav	0.575	1.615	EATO
1441.wav	2.277	5.175	NOCA
1441.wav	8.503	9.973	BGGN
1441.wav	1.702	3.925	COYE
1442.wav	0.067	1.135	COYE
1442.wav	0.892	3.104	SCTA
1442.wav	4.893	7.141	TUTI
1442.wav	3.375	4.667	EATO
1442.wav	5.706	7.153	EATO
1442.wav	8.079	9.756	AMCR
1442.wav	8.919	10.000	NOCA
1442.wav	9.495	10.000	EATO
1442.wav	5.156	6.442	SCTA
1443.wav	1.887	2.540	COYE
1443.wav	0.088	1.085	EATO
1443.wav	4.887	5.828	EATO
1443.wav	7.412	8.543	EATO
1443.wav	7.430	8.357	BCCH
1443.wav	9.327	10.000	BGGN
1443.wav	4.666	5.553	BCCH
1443.wav	8.748	10.000	EATO
1444.wav	7.876	8.865	COYE
1445.wav	6.684	7.927	COYE
1445.wav	5.629	6.958	EATO
1445.wav	7.616	7.887	EATO
1445.wav	2.277	4.553	EATO
1445.wav	1.017	2.507	NOCA
1446.wav	4.284	5.279	BGGN
1446.wav	8.235	9.080	EATO
1446.wav	9.551	10.000	EATO
1446.wav	3.766	5.453	COYE
1447.wav	8.813	9.458	COYE
1448.wav	7.635	9.893	COYE
1448.wav	6.902	9.623	EATO
1448.wav	3.868	4.410	EATO
1448.wav	1.587	2.513	BCCH
1449.wav	1.367	2.859	COYE
1449.wav	1.578	2.577	BCCH
1449.wav	2.013	3.461	EATO
1449.wav	6.654	7.739	EATO
145.wav	6.411	10.000	AMCR
145.wav	3.736	5.010	EATO
1450.wav	7.307	8.348	EATO
1450.wav	5.826	7.753	COYE
1450.wav	1.684	3.879	COYE
1450.wav	0.992	2.376	EATO
1451.wav	4.811	5.852	BCCH
1451.wav	3.597	4.981	EATO
1451.wav	3.200	4.654	COYE
1451.wav	6.508	7.639	EATO
1451.wav	6.959	7.885	BCCH
1451.wav	0.053	2.816	NOCA
1451.wav	6.194	8.276	NOCA
1451.wav	5.068	5.631	BGGN
1452.wav	9.267	9.919	COYE
1453.wav	4.156	4.909	EATO
1453.wav	4.397	5.708	COYE
1454.wav	8.956	9.578	COYE
1455.wav	2.195	3.501	COYE
1455.wav	3.058	4.098	EATO
1455.wav	7.677	9.080	EATO
1456.wav	1.860	2.505	COYE
1456.wav	2.319	3.260	EATO
1457.wav	6.171	6.714	EATO
1457.wav	9.537	9.869	EATO
1457.wav	3.403	5.110	SCTA
1457.wav	7.967	10.000	NOCA
1457.wav	9.091	10.000	COYE
1457.wav	7.264	8.538	EATO
1457.wav	3.312	5.557	NOCA
1457.wav	3.240	8.177	AMCR
1458.wav	6.802	7.846	BGGN
1458.wav	8.478	9.837	EATO
1458.wav	8.677	9.149	BLJA
1458.wav	2.515	4.143	EATO
1458.wav	2.285	2.910	BCCH
1458.wav	6.234	7.013	COYE
1458.wav	0.422	1.526	COYE
1459.wav	4.647	6.071	COYE
146.wav	8.228	9.642	AMCR
146.wav	8.202	8.745	EATO
1460.wav	2.564	3.505	EATO
1460.wav	6.926	8.350	COYE
1461.wav	5.692	6.619	BCCH
1461.wav	6.878	7.432	TUTI
1461.wav	5.416	5.747	BLJA
1461.wav	4.964	6.651	COYE
1461.wav	3.880	4.422	EATO
1461.wav	1.197	2.138	EATO
1461.wav	0.258	1.026	EATO
1462.wav	5.515	6.058	EATO
1462.wav	2.915	3.501	COYE
1462.wav	6.668	7.672	BCCH
1463.wav	1.081	1.994	COYE
1463.wav	1.775	3.070	EATO
1463.wav	9.150	9.482	BLJA
1463.wav	5.787	7.474	COYE
1464.wav	8.315	8.647	EATO
1464.wav	7.103	10.000	TUTI
1464.wav	1.584	4.104	EATO
1464.wav	4.603	6.057	COYE
1464.wav	7.167	8.164	EATO
1465.wav	3.118	3.718	WOTH
1465.wav	5.256	5.989	BCCH
1465.wav	9.641	10.000	EATO
1465.wav	4.517	5.822	COYE
1465.wav	3.705	4.358	COYE
1466.wav	1.603	2.256	COYE
1467.wav	9.512	10.000	NOCA
1467.wav	6.592	7.939	NOCA
1467.wav	8.727	9.715	COYE
1467.wav	3.972	5.246	EATO
1468.wav	0.969	1.726	COYE
1468.wav	7.755	8.681	BCCH
1468.wav	3.768	4.389	COYE
1468.wav	0.248	1.248	BCCH
1468.wav	5.601	5.872	EATO
1469.wav	7.279	7.924	COYE
1469.wav	9.203	10.000	EATO
1469.wav	4.171	4.723	BGGN
1469.wav	8.094	9.043	COYE
147.wav	1.388	2.662	EATO
147.wav	5.257	6.576	BTNW
147.wav	5.986	10.000	AMCR
1470.wav	9.196	10.000	COYE
1471.wav	4.257	5.681	COYE
1472.wav	7.003	7.772	EATO
1472.wav	3.630	4.922	EATO
1472.wav	5.330	6.548	EATO
1472.wav	7.666	8.977	COYE
1472.wav	4.777	5.274	BLJA
1473.wav	2.119	4.664	EATO
1473.wav	1.339	2.864	COYE
1474.wav	8.423	8.966	EATO
1474.wav	7.119	8.798	OVEN
1474.wav	9.225	10.000	NOCA
1474.wav	8.094	8.440	WOTH
1474.wav	7.012	8.405	BGGN
1474.wav	0.525	1.294	EATO
1474.wav	5.619	7.842	COYE
1474.wav	0.067	0.979	COYE
1474.wav	2.927	4.644	SCTA
1475.wav	4.438	7.188	EATO
1475.wav	2.599	3.818	EATO
1475.wav	7.053	7.832	COYE
1475.wav	1.581	3.839	COYE
1476.wav	8.143	9.774	EATO
1476.wav	4.411	5.514	COYE
1476.wav	3.331	4.604	EATO
1476.wav	8.840	10.000	AMCR
1476.wav	8.440	9.328	BCCH
1476.wav	1.622	2.895	EATO
1476.wav	0.101	2.670	TUTI
1476.wav	4.956	5.936	NOCA
1477.wav	8.399	10.000	TUTI
1477.wav	8.511	9.098	COYE
1477.wav	3.187	4.318	EATO
1477.wav	3.523	4.748	NOCA
1477.wav	6.683	7.152	TUTI
1478.wav	3.330	3.601	EATO
1478.wav	1.578	3.026	EATO
1478.wav	4.305	5.992	COYE
1478.wav	6.809	8.083	EATO
1479.wav	5.836	6.593	COYE
148.wav	4.052	5.674	AMCR
1480.wav	0.828	2.747	EATO
1480.wav	0.744	2.168	COYE
1480.wav	9.609	10.000	NOCA
1480.wav	6.719	7.764	BGGN
1480.wav	6.049	6.976	BCCH
1480.wav	1.128	2.320	NOCA
1481.wav	9.134	10.000	COYE
1481.wav	7.971	10.000	AMCR
1481.wav	6.044	7.382	COYE
1481.wav	9.395	10.000	EATO
1481.wav	9.195	10.000	BLJA
1481.wav	0.539	1.465	BCCH
1481.wav	5.880	7.518	EATO
1482.wav	9.525	10.000	COYE
1483.wav	4.848	5.556	TUTI
1483.wav	4.798	7.022	COYE
1483.wav	0.500	3.850	NOCA
1483.wav	7.192	8.466	EATO
1483.wav	9.308	10.000	BCCH
1484.wav	0.105	0.647	EATO
1484.wav	5.125	6.463	COYE
1485.wav	6.622	8.845	COYE
1485.wav	6.584	7.670	EATO
1485.wav	8.878	10.000	EATO
1485.wav	4.500	5.497	EATO
1485.wav	6.157	9.154	NOCA
1485.wav	2.226	3.221	BGGN
1485.wav	3.496	5.974	NOCA
1486.wav	1.128	2.408	COYE
1487.wav	8.349	9.977	EATO
1487.wav	8.029	8.978	COYE
1487.wav	5.116	6.390	EATO
1487.wav	0.810	2.207	EATO
1487.wav	2.637	3.525	BCCH
1487.wav	1.257	2.256	BCCH
1487.wav	4.790	5.716	BCCH
1487.wav	9.655	10.000	NOCA
1488.wav	9.740	10.000	COYE
1489.wav	7.382	9.640	COYE
1489.wav	4.567	7.417	EATO
1489.wav	0.775	1.772	EATO
149.wav	8.313	10.000	AMCR
149.wav	8.787	10.000	OVEN
149.wav	7.712	8.608	BGGN
149.wav	3.357	3.900	EATO
149.wav	4.658	6.364	SCTA
149.wav	9.100	9.661	WOTH
149.wav	3.442	4.291	BCCH
149.wav	2.941	3.293	BHCO
149.wav	0.601	2.015	AMCR
149.wav	4.838	5.780	EATO
1490.wav	9.642	10.000	NOCA
1490.wav	1.808	2.912	COYE
1490.wav	3.882	4.616	BCCH
1490.wav	2.154	3.602	EATO
1490.wav	4.365	4.917	BGGN
1490.wav	4.196	5.185	COYE
1491.wav	5.142	5.572	TUTI
1491.wav	6.686	7.904	EATO
1491.wav	8.176	9.281	COYE
1491.wav	4.056	5.044	COYE
1491.wav	9.298	10.000	BGGN
1491.wav	9.689	10.000	EATO
1491.wav	2.048	6.989	NOCA
1491.wav	3.063	4.965	EATO
1492.wav	6.973	8.191	EATO
1492.wav	9.059	10.000	COYE
1492.wav	1.443	2.791	NOCA
1492.wav	1.908	3.182	EATO
1493.wav	5.055	6.087	EATO
1493.wav	9.525	10.000	EATO
1493.wav	6.236	6.858	COYE
1493.wav	1.034	1.883	BCCH
1494.wav	6.092	7.089	EATO
1494.wav	2.522	3.065	EATO
1494.wav	1.089	2.400	COYE
1495.wav	2.099	2.997	NOCA
1495.wav	7.119	8.533	AMCR
1495.wav	5.557	6.868	COYE
1496.wav	0.532	1.075	EATO
1496.wav	5.931	7.026	BGGN
1496.wav	9.621	10.000	NOCA
1496.wav	7.802	10.000	EATO
1496.wav	2.804	3.784	NOCA
1496.wav	1.832	2.758	BCCH
1496.wav	1.043	1.695	COYE
1497.wav	8.539	9.488	COYE
1497.wav	5.962	7.235	EATO
1497.wav	4.582	5.125	EATO
1497.wav	9.382	10.000	EATO
1498.wav	9.067	10.000	BCCH
1498.wav	8.996	9.605	EATO
1498.wav	6.036	7.742	SCTA
1498.wav	8.604	9.599	BGGN
1498.wav	2.050	2.382	EATO
1498.wav	3.800	4.400	COYE
1499.wav	0.376	1.122	BGGN
1499.wav	2.700	3.098	BLJA
1499.wav	3.031	4.413	EATO
1499.wav	3.672	4.258	COYE
1499.wav	6.222	8.384	EATO
1499.wav	7.632	9.796	NOCA
15.wav	0.894	5.832	AMCR
15.wav	2.836	4.054	EATO
15.wav	5.815	6.900	EATO
15.wav	7.341	7.909	REVI
15.wav	7.949	9.252	EATO
15.wav	9.379	10.000	AMCR
15.wav	3.018	3.296	REVI
150.wav	5.781	7.449	BAWW
150.wav	6.013	7.687	NOCA
150.wav	7.025	7.345	RBWO
150.wav	4.850	6.275	OVEN
150.wav	7.657	8.579	AMRE
1500.wav	0.158	1.875	SCTA
1500.wav	0.263	0.806	EATO
1500.wav	3.357	4.575	EATO
1500.wav	7.396	8.614	EATO
1500.wav	9.745	10.000	WOTH
1501.wav	4.770	6.043	EATO
1501.wav	3.239	4.135	BGGN
1501.wav	9.461	10.000	OVEN
1501.wav	8.194	8.642	BGGN
1501.wav	3.409	4.200	BCCH
1502.wav	7.701	8.975	EATO
1502.wav	1.283	2.832	EATO
1502.wav	5.885	7.332	EATO
1502.wav	7.401	7.856	BLJA
1503.wav	0.604	1.545	EATO
1503.wav	4.863	6.464	BHVI
1503.wav	7.450	8.376	BCCH
1503.wav	7.730	8.203	BLJA
1503.wav	7.575	9.022	EATO
1503.wav	2.845	7.786	NOCA
